address,business_name,email,numbers,website
"No 70 Ordinance Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria","Multifreight Nigeria Ltd Port Harcourt Rivers State, Nigeria",info@multifreightnig.com,0815 465 4653,http://multifreightnig.com
"Off Borokiri Road, Port Harcourt, Rivers State",Tourist Beach Port Harcourt Rivers State,,"0803 731 5827,0803 271 5503",
"No 36 Oloibiri Road, Shell Residential Area, Rivers State, Nigeria","The saddle Club, Port",saddleclub.ph@gmail.com,0818 941 5801,
"120 Obi Wali, Rumuigbo Road, Port Harcourt, Rivers State, Nigeria","Sparks Lounge VIP Port Harcourt Rivers State, Nigeria",,0806 504 2183,
"No 9 Rumukalagbor Link Road, off Elekahia Stadium Road, Port Harcourt, Rivers State Nigeria",Lasmall Resorts Center Port Harcourt Rivers State Nigeria,,"0809 322 0296,0903 411 9144",
"By Radio Estate, Road 11, Mgbuoba, Port Harcourt, Rivers State, Nigeria","Happy Hour Lounge Mgbuoba, Port Harcourt Rivers State, Nigeria",,0701 086 2498,
"Kalagbor Street, City Centre, Port Harcourt, Rivers State, Nigeria","Alpha Range Paintball Arena Port Harcourt Rivers State, Nigeria",,"0807 933 3888,0903 000 8011",
"75 East West Road, Off 1 RUKPAKULUSI, Eliozu Port Harcourt, Rivers Nigeria",SData West Africa Ltd Eliozu Port Harcourt Rivers Nigeria,info.securedata@gmail.com,23484550083,
"115 NAF BASE PORT HARCOURT., Port Harcourt, RIVERS STATE/NIGERIA",Ochemic Global Resource Port Harcourt RIVERS STATE/NIGERIA,info@ochemicglobalresource.com.ng,8138946333,
"137 Abuloma Road, Port Harcourt, Rivers State Nigeria",Striders Camp Port Harcourt Rivers State Nigeria,inquiries@striderscamp.com,"0815 282 1808,0703 597 4742",
"No 27 Agip Road, Rumueme, Port Harcourt, Rivers State, Nigeria","Netcoded Networks Rumueme, Port Harcourt Rivers State, Nigeria",admin@netcoded.com,"0803 309 2787,0802 308 2402",
"Allianz Arena, NTA Road, Port Harcourt, Rivers Nigeria",Madsuite Technologies Port Harcourt Rivers Nigeria,contact@madsuite.com,0803 763 0993,
"34 Old Aba Road, Glorious Plaza, Rumogba, Port Harcourt, Rivers, Nigeria","Kenwood Nigeria Port Harcourt Rivers, Nigeria",info@kenwoodnigeria.com,"0803 203 4028,084 611 735,084 611 732",
"54, Afikpo Street, Mile 1, Diobu Port Harcourt, Rivers State","Ifex Computer & Communication Services Mile 1, Diobu Port Harcourt Rivers State",neckytop@gmail.com,"0803 292 7998,0809 716 5660,0812 040 5363",
"Plot 6, East West Road, Eleme Junction, Port Harcourt, Rivers State",Interlink Technologies Port Harcourt Rivers State,enquiry@interlinktechnologiesltd.com,0803 308 9957,
"37 Trans-Amadi Road, Rumuobiakani, Rumuola, Port Harcourt, Rivers State","Kaycee Ventures Nig. Rumuola, Port Harcourt Rivers State",,0803 707 8443,
"231 Okporo Road, Eliowhani, Port Harcourt, Rivers State, Nigeria","Gpak Standard Computers Port Harcourt Rivers State, Nigeria",,0814 558 6461,
"407 Ikwerre Road Wimpy, New GRA, Port Harcourt, Rivers State","Game Villa New GRA, Port Harcourt Rivers State",,"0803 935 6210,0703 859 1482",
"36 Isiokpo Street, D/Line, Port Harcourt, Rivers",Einfotech Systems and Telecommunications Ltd Port Harcourt Rivers,info@einfotechng.com,0803 270 3288,
"81, Azikiwe Street, Mile 3 Diobu Port Harcourt, Rivers State Nigeria",Conatech Solutions Mile 3 Diobu Port Harcourt Rivers State Nigeria,conatechs@gmail.com,"0803 933 4032,0806 366 4943,0805 611 3403",
"No. 6 Aguma Street & Ogbunabali Road, Garrison, Nkpogu, Port Harcourt, Rivers State",Computer Place And E,,0803 708 5957,
"No 11A Igbodo Street, Old GRA, Port Harcourt, Rivers State, Nigeria","Computer Wharehouse Group Old GRA, Port Harcourt Rivers State, Nigeria",info.ph@cwg-plc.com,"0702 882 8013,084 773 496",
"Chidi Amaechi strt off Eagle cement road, Iwofe, Port Harcourt, Rivers",IdyBright Concept Port Harcourt Rivers,idokon210@gmail.com,"0708 540 6700,0812 262 5639,0816 401 6383",
"27 Agip Road, Rumueme, Port-Harcourt, Rivers State",Chipscafe & Communications Port,training@chipscafe.com,0803 309 2787,
"Road 6 FHE Wojii, Port Harcourt, Rivers State Nigeria",Alpha Computers Port Harcourt Rivers State Nigeria,alphacomputersph@gmail.com,0803 734 5596,
"Plot 190A Road 9, Agip, Rumueme Port Harcourt, Rivers, Nigeria","Ace Web Solutions Rumueme Port Harcourt Rivers, Nigeria",tonienickkie@gmail.com,"0805 616 9548,0703 019 5298",
"Suite 10, Obioma Plaza, 42 Iwofe Road, Port Harcourt, Rivers Nigeria",Afrintech Nigeria Port Harcourt Rivers Nigeria,info@afrintech.com,"0803 797 1139,0809 101 8746",
"35, Ojegu Street, Diobu Mile - 3, Port Harcourt, Rivers Nigeria",Abitus Computer & Services Ltd Diobu Mile,info@abituscsltd.net,0803 324 6068,
"1 Okujagu Off Peter Odili Road, Azuabie Town, Trans Amadi, Port Harcourt, Rivers State","Destiny Project Center Trans Amadi, Port Harcourt Rivers State",,0811 918 4060,
"6, Geodetic Road, By SPDC Main Gate, Rumuobiakani Port Harcourt, Rivers Nigeria",Xircom Information & Communication Technology Ltd Rumuobiakani Port Harcourt Rivers Nigeria,info@xircomict.net,"0703 518 2003,0701 111 7793,0705 466 0557",https://www.xircomict.net/
"GRA, Port Harcourt, Port Harcourt, Rivers State",Vassion Media Port Harcourt Rivers State,support@vassionmedia.com,0706 070 6496,https://vassionmedia.com/
"5 Okorodo Street, D-line, Port Harcourt, Rivers State, Nigeria","Trisat Communications Limited Port Harcourt Rivers State, Nigeria",info@trisatcom.net,"0706 544 4839,0806 031 9130",http://www.trisatcom.net/
"No 321 PH/Aba Expressway, Towards MTN Rumuokwurusi, Port Harcourt, Rivers State",Spyhub Technologies Limited Port Harcourt Rivers State,info@spyhubonline.com,"0803 435 8405,0803 445 5234",https://spyhubtech.com/
"No. 4 Graceland Avenue, off Kemka Street, NTA Road, Mgbuoba. Port Harcourt, Rivers State",Renaissance Innovation Labs Mgbuoba. Port Harcourt Rivers State,hello@renaissance.ng,0705 705 8359,http://www.renaissance.ng/
"46 Aba Road, by CFC Bus Stop, Port Harcourt, Rivers State Nigeria",PKO Technologies Limited Port Harcourt Rivers State Nigeria,contact@pkotechnologies.com,"0807 269 0135,0807 269 0136,0807 269 0137",http://pkotechnologies.com/
"105 Olu Obasanjo Road, Port-Harcourt, Rivers Nigeria",Exsuntra Solutions Port,info@exsuntra.com,"0703 694 0307,0703 017 6676",https://exsuntrasolutions.com/
"97, Olu-Obasanjo Road, Port Harcourt, River, Nigeria","ANSA Systems Limited Port Harcourt River, Nigeria",salesph@ansasystemsltd.com,"0803 899 5858,0805 869 9520,084 233 551",http://sales.ansasystemsltd.com/about.php
"Suite 208 Gods Grace Plaza Plot 164 Peter Odili Road, Trans Amadi Port Harcourt, Rivers State Nigeria",MyRide Trans Amadi Port Harcourt Rivers State Nigeria,myridephc@outlook.com,"0809 395 4000,0809 396 4000,0809 397 4000",
"4B Opobo Crescent, G.R.A Phase 1, Rurome-Rezigbu, Port Harcourt, Rivers Nigeria",Liquid Travel And Tours Port Harcourt Rivers Nigeria,info@liquidtravelandtours.com,"0809 846  9752,0809 728 8523",
"7 Ndahbros Street,, Port Harcourt, Rivers State Nigeria",GoGo Arriba Travel Services Port Harcourt Rivers State Nigeria,rita@gogoariba.com,"0803 269 2093,,0708 008 4444,0803 269 2093",
"No 60 Prof. T.N. Okujagu Road (Nka Street),Off Dr. Peter Odili Road, Trans Amadi Industrial Layout, Port Harcourt Rivers State Nigeria",Cinfores Limited Trans Amadi Industrial Layout Port Harcourt Rivers State Nigeria,info@cinfores.com,0903 805 9682,http://www.cinfores.com/
"34 Arochukwu Street, Rumuomasi Port Harcourt, Rivers State",ICO Logistics Rumuomasi Port Harcourt Rivers State,ikenna_ogu@yahoo.com,"0816 977 0389,0703 385 0692",
"Suite 32, Weli Shopping Complex, Off Old Aba Road, 1st Artillery, Port Harcourt, Rivers Nigeria",UgoFly Travels & Tours Port Harcourt Rivers Nigeria,ugoflytravelsandtours@gmail.com,0809 828 0053,https://ugoflytravels.com/
"No 6 Tombia Street, GRA, Port Harcourt, Rivers Nigeria",Now Travel and Tours Limited Port Harcourt Rivers Nigeria,info@flynowtravels.com,"0818 395 9047,0818 290 2621",http://www.flynowtravels.com/
"189 Odili Road, Trans Amadi Port Harcourt, Rivers State Nigeria",Stream,streamlinng@aol.com,"0803 310 8449,08 455 0076",http://www.streamlinenetwork.net/
", Port Harcourt, Rivers Nigeria",TouristLiving Travels Port Harcourt Rivers Nigeria,touristlifestyle@gmail.com,"0903 829 4418,0807 081 7338",https://touristliving.com.ng/
"22, Ohaeto street, Port-Harcourt, Rivers State, Nigeria",Dial Travels Port,info@dialtravels.com,"0809 773 7030,0803 301 4249,0805 524 1494",https://dialtravels.com/
"Nsirim Plaza,No. 5 East-West Road, Rumuokoro Port Harcourt, Rivers State Nigeria",Barez Express & Logistics Limited Rumuokoro Port Harcourt Rivers State Nigeria,ph@barezexpress.com,"0809 041 0537,0809 041 0536",https://www.barezexpress.com/
"Eliozu Junction, East/West Road, Port-Harcourt, Rivers State, Nigeria",Associated Bus Company (WA) Limited Port,,0814 255 2436,
"Bernard Carr Street, Port Harcourt, Rivers State",The Rivers State Library Port Harcourt Rivers State,,0810 539 3816,
"27B, Abel Jumbo, Mile 2, Diobu, Port Harcourt, Rivers Nigeria","Sure Foundation Group of Schools Mile 2, Diobu, Port Harcourt Rivers Nigeria",info@surefoundationschools.org,"0803 275 0456,0705 888 7125",
"Starlets Academy Close, Opposite Apara Community School, East-West Road, Portharcourt, Rivers State, Nigeria","Starlets Academy Portharcourt Rivers State, Nigeria",ajaniahmed663@gmail.com,"0814 587 9367,0901 490 1487",
"Off Bayelsa Road, Diobu District, Port Harcourt, Rivers Nigeria","Priqueen International School Diobu District, Port Harcourt Rivers Nigeria",priqueensch@gmail.com,0806 803 2834,
"Km 20 Igrwuta Road, Port Harcourt, Rivers State",Macdonald Memorial International Institute Port Harcourt Rivers State,,0803 309 9194,
"17 Bende Street, Port Harcourt, Rivers State",Jchuks 26 Articles Port Harcourt Rivers State,,0706 672 1094,
"9 Market Road, Rumuomasi, Port Harcourt, Rivers State","Lexstudy Rumuomasi, Port Harcourt Rivers State",lexstudyng@gmail.com,0807 360 4764,
"Elekahia Housing Estate, 2nd Street Blk 8, Elekahia Port Harcourt, Rivers State",Fullcare Education Consults & Services Elekahia Port Harcourt Rivers State,fullcare.education@gmail.com,"0815 074 1765,0815 074 1764",
"No 9. Ozuzu Close, Off Manilla Pepple Street, Port Harcourt, Rivers State",JAMB Office Port Harcourt Rivers State,rivers@jamb.gov.ng,0818 417 0544,
"24/27 Wogu Street, D/Line, Port-Harcourt, Rivers State, Nigeria","Chokhmah International Academy D/Line, Port",info@chokhmah.net,"0810 279 2818,0812 794 0737",
"First floor, 42 Iwofe Road, Rumuepirikom, Port Harcourt, Rivers State",GRE Training Center Port Harcourt Rivers State,,8096076094,
"Off Omachi Road, Rumuodomaya, Port Harcourt, Rivers State",Alexander Bernhardt Library Port Harcourt Rivers State,,0803 868 7757,
"University Of Portharcourt, Rivers State, Nigeria",AIESEC Port Harcourt Rivers State Nigeria,portharcourt@aiesec.net,0703 806 0102,
"Plot F/26 Diobu, No. 2, Sam Wobo Street, Off Sanni Abacha Road, GRA Phase 3, Port-Harcourt, Rivers State","The West African Examinations Council GRA Phase 3, Port",zcportharcourt@waec.org.ng,"084 482 357,084 901 205,084 901 206-9",https://www.waecnigeria.org/
"No. 34 Harbour Road, Reclamation Port Harcourt, Rivers State Nigeria",Stellamaris College Reclamation Port Harcourt Rivers State Nigeria,info@stellamaris.com,0803 784 7296,http://stellamariscollegephc.com
"93 East West Road, Rumuokoro, Port Harcourt, Rivers Nigeria",Pan African Business School Port Harcourt Rivers Nigeria,training@pan-african.com,"0813 288 2430,0818 362 8138",http://www.pan-african.com/
"146/148 East West Road, Eliogbolo Port Harcourt, Rivers State Nigeria",Wisdom Gate School Eliogbolo Port Harcourt Rivers State Nigeria,info@wisdomgateschool.org,0806 416 4465,http://www.wisdomgateschool.org/
"NYSC Secretariat, 40 Ikwerre Road, Port Harcourt, Rivers State, Nigeria","National Youth Service Corps Port Harcourt Rivers State, Nigeria",rivers@nysc.gov.ng,0813 206 5660,http://www.nysc.gov.ng/
"13 Birabi Street,  Hotel Presidential Road, GRA Phase 2,  Port Harcourt, Rivers State","MOD IELTS GRA Phase 2,  Port Harcourt Rivers State",info@ielts.ng,"0708 063 1900,0708 063 1901,0708 063 1902",https://ielts.ng/
"Plot 101, Trans Amadi Industrial Layout, Rivoc Road, Portharcourt, Rivers State",ITF Office Portharcourt Rivers State,itfp-harcourt@itf.gov.ng,"0803 703 6262,0703 653 0556",https://www.itf.gov.ng/
"15, Eastwest Road Alhaji Estate, Rumuokoro, Port Harcourt, Rivers State","IJMB and JUPEB Rumuokoro, Port Harcourt Rivers State",ijmbdesk@gmail.com,"0703 047 6792,0803 764 7164",http://ijmbnigeria.com/
"1 Arker Road, by Navy Junction, Rumuolumeni Port Harcourt, Rivers",Goldencitadel international School Rumuolumeni Port Harcourt Rivers,goldencitadelintschool@gmail.com,"0706 708 3278,0706 708 3111,0706 708 3281",https://goldencitadelschool.org/
"No 6 Timothy Lane, Rumuola, Port Harcourt, Rivers State","Famlang International Language School Rumuola, Port Harcourt Rivers State",famlang@usa.com,"0808 102 7728,0905 268 2650",https://famlangblog.wordpress.com/
"23 Harbour Road, old port harcourt township, Finima Port Harcourt, Rivers state Nigeria",Emarid College Finima Port Harcourt Rivers state Nigeria,info@emaridcollege.com,"0803 793 3472,0803 340 7034,0806 502 4849",http://emaridcollege.com/
"8 Eluid Internation School Road, Port Harcourt, Rivers State Nigeria",Eliud International School Port Harcourt Rivers State Nigeria,info@eliud.com.ng,"0803 306 7342,0813 235 9737",http://eliudschools.com/
"1 Prefab road, off Abacha Link Road, G.R.A. Phase 3, Port Harcourt, Rivers State Nigeria","Education Plus International School G.R.A. Phase 3, Port Harcourt Rivers State Nigeria",info@episph.com,"0816 338 0084,084 667 917,084 556 505",https://www.episph.com/
"No 22 NTA Road, Mgbouba Port, Harcourt City, River State, Nigeria","Eagle Educational Consulting International Mgbouba Port, Harcourt City River State, Nigeria",info@eagleeducational.com,0905 579 2616,https://www.eagleeducational.com/
"1 CITA Close, Rumuogba Housing Estate, Port Harcourt, Rivers State, Nigeria","Cita International School Port Harcourt Rivers State, Nigeria",info@citainternationationalschool.org,0909 912 5177,https://cita-international-school.eschools.co.uk/web
"111 Estate Road, Woji, Rumuolumeni, Port Harcourt, Rivers State Nigeria","Booksmarts Limited Woji, Rumuolumeni, Port Harcourt Rivers State Nigeria",booksmartworld@yahoo.com,0802 742 0215,https://booksmartsltd.wordpress.com/
"RSUST, Nkpolu-Oroworukwo, Port Harcourt, Rivers State",Central Library,rsustlibrary@gmail.com,0803 793 7354,http://library.ust.edu.ng/
"20 Herbert Macaulay Street, Amadi Flats, Old GRA, Port Harcourt, Rivers State","Alliance Francaise Old GRA, Port Harcourt Rivers State",reception.phc@af-nigeria.org,0805 323 3579,http://af-nigeria.org/
"16, Road, 4th Drive Ogbatai Road, Woji, Port Harcourt, Rivers State, Nigeria","Vitadamsyl Industries Nigeria Limited Port Harcourt Rivers State, Nigeria",info@vitadamsyl.com,"0808 313 3128,0805 994 0573",
"Plot 80, Trans-amadi Industrial Layout, Port-Harcourt, Rivers State Nigeria",Rivers State Vegetable Oil Company Ltd (RIVOC) Port,rivoc@rivoc.com,"084 461 581,084 461 536",
"Plot 267, Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria","Ojemai Farms Limited Port Harcourt Rivers State, Nigeria",,"0806 261 4341,084 461020",
"New Road, off Ada George, Port Harcourt, Rivers, Nigeria","Joefus Farms Limited Port Harcourt Rivers, Nigeria",info@joefusfarms.com,"0803 770 9573,0809 354 3322",
"10 F.K.Green Street, Off NTA Road, Ozuoba, Choba Port Harcourt, Rivers State, Nigeria","Specogreeno Concerns Limited Choba Port Harcourt Rivers State, Nigeria",specogreeno1@gmail.com,"0809 992 61248,0803 708 3181",http://www.specogreeno.com.ng/index.php
"No 151, Woji Estate Road, Woji, Portharcourt, Rivers Nigeria",Intergrity Vision Limited (Aqua,,0802 338 8227,https://integrityvisions.en.ecplaza.net/
"No.58 Prof. Okujagu Street, Trans Amadi, Port Harcourt, Rivers State","Zitadel Medicals & Diagnostics Ltd Trans Amadi, Port Harcourt Rivers State",uyi@zitadelmedics.com,"0815 058 4388,0811 190 4085",
"33 Old ABA Road, Rumuokwurushi Port Harcourt, Rivers State Nigeria",Youth Organization for Health and Development Unit Rumuokwurushi Port Harcourt Rivers State Nigeria,,0803 773 6981,
"1 Obudu Street and Nnewi Street, Mile 1 Diobu Port Harcourt, Rivers Nigeria",Safe Motherhood Empowerment and Enlightenment Initiative Mile 1 Diobu Port Harcourt Rivers Nigeria,,0806 338 9935,
"25, Ohaeto Street, D/Line, Behind Ecobank Plc, By CFC Bus Stop, Aba Road, Port Harcourt, Rivers State",Savvypass Global Health Services Port Harcourt Rivers State,savvypass.ng@gmail.com,"0816 812 2324,0803 485 2732,0818 364 6917",
"Ozuoba, Port Harcourt, Rivers State",Paradigm Training Program Port Harcourt Rivers State,homecarenurseph@gmail.com,8062858851,
"199A Ikwerre Road, Mile 3 Diobu, Port Harcourt, Rivers Nigeria","Port Harcourt Medical Investigations Centre Mile 3 Diobu, Port Harcourt Rivers Nigeria",,0803 321 7087,
"5 Osorbinanwu street, off pipeline road, Ozuoba Port Harcourt, Rivers State",Paradigm Home Care Nursing Services Ozuoba Port Harcourt Rivers State,homecarenurseph@gmail.com,"0806 285 8851,0705 659 5986",
"Police Post Road, Rumodome, Port Harcourt, Rivers State",Jonnal Maternity & Nursing Home Limited Port Harcourt Rivers State,jonnalmaternityltd@yahoo.com,0803 342 4535,
"Alakahiah, Obiapko, Port Harcourt, Rivers State",GNLD Neolife Port Harcourt Rivers State,,0906 834 5648,
"16 Palm Spring Arena, Port Harcourt, Rivers State",Nature Plus Golden Concept Port Harcourt Rivers State,,0806 932 4911,
"19 East West Road, Rumuokoro, Port Harcourt, Rivers Nigeria",DCL Laboratory Products Ltd Port Harcourt Rivers Nigeria,info@dcllabx.com,8032658433,
"11 Mission road, Elimgbu( by Elimgbu second junction), Port Harcourt, Rivers",Betclaire Laboratories Limited Port Harcourt Rivers,betclairelab@gmail.com,"0806 676 8169,0805 836 8239",
"Port Harcourt-Aba Road, Port Harcourt, Rivers State",Ruzu Herbal Bitters Port Harcourt Rivers State,,"0803 781 6469,0811 478 7814",https://ruzuonlinestore.ecwid.com/
"8A Road 1, Agip Estate, Port Harcourt, Nigeria",Preventive Healthcare Initiative (PHI) Port Harcourt Nigeria,info@phinigeria.org,"0807 647 7236,0803 316 8925,(0)807 647 7236",https://phinigeria.org/
"41 Evo Road GRA, Phase II, Port Harcourt",Pathcare Nigeria Phase II Port Harcourt,,8140370869,https://synlab.com.ng/
"Pelligrini Compound, Obomotu Estate Close, Nkpogu, Trans Amadi, Port Harcourt, Rivers State","Emergency Health Care International Ltd Trans Amadi, Port Harcourt Rivers State",ehc.clinic@gmail.com,"0802 920 0555,0803 306 3834",https://www.ehc-intl.com/
"191 Ikwerre Road by AP Filling Station, Mile 3, Port Harcourt, Rivers State","Kedi Healthcare Services Mile 3, Port Harcourt Rivers State",customercare@kedihealth.com,0703 195 9796,https://www.kedihealth.com/
"Bonsaac Asaba, No 4 Fear God Road, Asaba, Delta State",Yu,,0706 573 8533,
"No 10 King Street, Umuaji Road, Asaba, Delta State",Yinach Collections Asaba Delta State,,0816 890 9767,
"GRA Phase I, Asaba, Delta State",Vegas Villa Asaba Delta State,,,
"No 2 Zulu Drive, Off Okpanam Road, Golden Gate Behind School of midwifery, Asaba, Delta State",PJfootwears Asaba Delta State,pjfootwears1@gmail.com,0803 898 3050,
"DDPA Housing Estate, DBS Road, Central Area, Asaba, Delta State","Styles n' Smiles Jewelry Central Area, Asaba Delta State",,0803 272 6585,
"Okwe Junction, Opposite Police Officers' Mess, Asaba, Delta State",Osy Plaza Asaba Delta State,,,
"Market Square, Okwe, Asaba, Delta State",Okwe market Asaba Delta State,,,
"Cable Point, Off Nnebisi Street, Asaba, Delta State",Ogbolie Market Center Asaba Delta State,,,
"Okpanam-Asaba Road, Asaba, Delta State",Okpanam Market Asaba Delta State,,,
"Umuonaje, Off Nnebisi Road, , Delta State",Ogbogonogo Modern Market Asaba  Delta State,,0805 902 7281,
"Asaba-Igbuzor Road,  Ibusa Road, Asaba, Delta State",Nwanne Amaka Plaza Asaba Delta State,,,
"Okpanam Road, Opposite Hampton Hotel and Suites, GRA Phase I, Asaba, Delta State","Midwifery Market GRA Phase I, Asaba Delta State",,,
"No 25 John Okadigbo Street, Asaba, Delta Nigeria",Midas Mall Asaba Delta Nigeria,,0814 013 3655,
"Okpanam, Asaba, Delta State",Mega Star Ventures Asaba Delta State,,,
"Dennis Osadebay Way, Cable Point, , Delta State",Mami Market Asaba  Delta State,,,
"395, Nnebisi Road, Isieke, Asaba, Delta State","Lion House Isieke, Asaba Delta State",,0803 915 1003,
"389 Nnebisi Road, Umuagu, Asaba, Delta State","Konwea Shopping Plaza Umuagu, Asaba Delta State",,,
"No 1 Sir AC Opiah's Street, Asaba, Delta State","Glorious Supermarket, Bar and Restaurants Asaba Delta State",,,
"Okwe, Oshimili South, Asaba, Delta State",Jbdon Collections Asaba Delta State,,0813 508 3164,
"32 Summitt Road, Opposite Old Secretariat, Umuagu, Asaba, Delta State","Friendly Supermarket Umuagu, Asaba Delta State",,0803 352 3716,
"Asaba-Igbuzor Road, Ibusa Road, Umuonaje, Asaba, Delta State","Fidmed Villa Umuonaje, Asaba Delta State",,0806 429 6996,
"By Bishop Nwosu Street, GRA Phase 1, Asaba, Delta State, Nigeria","Editts Shopping Mall GRA Phase 1, Asaba Delta State, Nigeria",editrustt@gmail.com,"0806 644 9888,0807 719 7469",
"161 Nnebisi Road, Umuonaje, Asaba, Delta State","Citizen Supermarket Umuonaje, Asaba Delta State",,0806 267 7627,
"122 Nnebísí Road, Umuonaje, Asaba, Delta State","Charles White Plaza Umuonaje, Asaba Delta State",,,
"Nnebisi Road, Cable Point, Asaba, Delta State",Cable Point Market Asaba Delta State,,,
"Okpanam Road, Delta State, Nigeria",Shoprite Asaba Delta State Nigeria,,0800 505 15910,https://www.shoprite.com.ng/store-locator.html
"Suite 7 Dees Trade Centre, Adjacent Lamibele's Place Off Ila/Anwai Road, Asaba, Delta Nigeria",Azelk Wine & Spirit Asaba Delta Nigeria,azelkglobalservice@gmail.com,"0813 839 1290,0814 289 7575",
"Shop 21, Asaba Mall By Okpanam Road, Asaba, Delta Nigeria",Pointek Online Store Asaba Delta Nigeria,online@pointekonline.com,0807 770 4827,https://www.pointekonline.com/
"Eku Plaza, No. 63, Effurun -Sapele Road, by smile filling station. Opp, Edo line Transport. Coy, Effurun, Warri, Delta State, Nigeria","Macho Venture Effurun, Warri Delta State, Nigeria",,"0817 576 7129,0803 734 7961",http://www.mallforafrica.com/distributors
"5 Beatrice Iyamu Nwayindudu Street Off Ogagifo Street, Opposite Former Deputy Governors Office, DBS Road, Central Area, Delta State",Jumia Asaba Pickup Station Central Area Delta State,,0812 758 9380,https://www.jumia.com.ng/
"Fear God Road, Okwe, Asaba, Delta State","Bonsaac Okwe, Asaba Delta State",,0811 186 2555,
"Okpanam-Asaba Road, Okpanam, Delta State",Fine Brothers Asaba Mall Okpanam Delta State,info@finebrothers.com.ng,"0803 555 9198,0815 909 3252",http://finebrothers.com.ng/
"Asaba, Delta State, Nigeria",Gets Xpress Delta State Nigeria,,0703 063 7148,http://getsxpress.com/
"B4 City Complex, No. 455, Nnebisi Road, Asaba, Delta State Nigeria",Ezaybuy Asaba Delta State Nigeria,,0806 892 9929,https://ezaybuy.com
"8 Brainfield Hostel Rd, Near PHED/NEPA, Off East West Road by Clendac Oil, Eliozu-Rumuokoro Axis, Eligbolo, Port Harcourt, Rivers Nigeria",Value HQ Port Harcourt Rivers Nigeria,,"0809 633 0249,0813 656 5614",
"No 300 Aba Road, Port Harcourt, Rivers Nigeria",Total Home Affairs Services Port Harcourt Rivers Nigeria,,0808 443 3396,
"No. 62 Olu Obasanjo Road, Port Harcourt, Rivers Nigeria",Placement Helpdesk Services Port Harcourt Rivers Nigeria,placementhelpdesk@yahoo.com,0813 497 1537,
"107 East West Roas, Maforis Plaza Opposite Rumuoapara Secondary school, Nkpolu Rumuigbo Port Harcourt, Rivers Nigeria",Peacemaker Integrated Resources Limited Nkpolu Rumuigbo Port Harcourt Rivers Nigeria,,0803 870 5322,
"20 Oroigwe Road, Elimgbu Port Harcourt, Rivers State",Mani Consult And HR Elimgbu Port Harcourt Rivers State,maniconsultandhr@gmail.com,"0703 197 3194,0705 740 3194",
"30 Sani Abacha Road, GRA Phase 3 Port Harcourt, Rivers",Ellasot Consulting GRA Phase 3 Port Harcourt Rivers,info@ellasotconsulting.com,0909 000 3925,
"Obio Akpor Port Harcout Rivers State, Port Harcourt, Rivers",JobsGivers HR Services Port Harcourt Rivers,info@jobsgivers.com,8083053951,
"No 280 Aba road Rumuokwurusi Port Harcourt, Port Harcourt, Rivers",Access Link and Consult Services Port Harcourt Rivers,accesslinkcs@gmail.com,0802 333 8000,
"No 180, Aba Road, Port-Harcourt, Rivers State, Nigeria",Wider Perspective Limited Port,info@widerperspectivesltd.com,084 558 872,http://www.widerperspectivesltd.com/
"18b, Rumuola Road,  Rumuola, Port Harcourt, Rivers Nigeria",Oyagab Resources Nigeria Limited Port Harcourt Rivers Nigeria,info@oyagabresources.com,"0803 368 7584,0818 558 7857",http://www.oyagabresources.com/manpower.html
"Via Igbatoro Road and Oba Adesida Road, Off Akure - Ado Ekiti Road, Ilado, Akure North, Ondo State","Our Lodge Odudu Ilado, Akure North Ondo State",,0803 053 6382,
"CACCF Road, Off FUTA Road, Akure, Ondo",Kings & Queens Hostel Akure Ondo,,0806 342 8786,
"Along Oba Adesida Road, Akure, Ondo Nigeria",Kempring Resources Enterprise Akure Ondo Nigeria,akure.hotels@gmail.com,"0706 579 7706,0814 124 8116",
"Dolapo Close 7, Owode Akure, Ondo Nigeria",Dolapo Guest House Owode Akure Ondo Nigeria,,0806 440 5595,
"Akure - Ilesha Road, Off Igbatoro Road, Oda, Akure, Ondo","Blue Roof Apartments Oda, Akure Ondo",,"0903 829 9129,0818 973 3800",
"Km 4, Ondo Road, Akure, Ondo Nigeria",Ayus Hotel & Holiday Inn Akure Ondo Nigeria,,0814 539 8292,
"Parliament Road, Alagbaka Akure, Ondo Nigeria",Parliament Hotel Alagbaka Akure Ondo Nigeria,PHandRC@outlook.com,0802 328 4000,https://www.parliamenthotelakure.com/
"40, Henry Fajemirokun Avenue, plot 20, Block 1, Ijapo Estate, Akure, Ondo Nigeria",Blissworld Resort and Hotels Akure Ondo Nigeria,info@blissworldhotels.com,"0706 203 1999,0708 917 1755,0805 297 9199",
"No. 1 Newsong Lane off Akin Akingbola Street, Alagbaka G.R.A Akure, Ondo Nigeria",Cozy Suite Resort Alagbaka G.R.A Akure Ondo Nigeria,info@cozyng.com,"0812 801 0552,0810 423 1853",http://www.cozyng.com/
"No. 4 Arikawe Street, Opposite Police HQ, Alayere, Akure, Ondo","Gemsphere Limited Alayere, Akure Ondo",,0803 693 3130,
"2nd Floor, Oval wing, B.O.I House, Alagbaka Akure, Ondo Nigeria",Erecvohn Limited Alagbaka Akure Ondo Nigeria,alectaiwoamodu@yahoo.com,0706 718 2319,
